"Title","Image","Content","Date"

"Health officials search for answers in deadly New Jersey viral infection ","https://cdn.cnn.com/cnnnext/dam/assets/180129122815-adenoviruses-super-tease.jpg"," Health officials continue to investigate after seven people died and at least 11 others have been infected with an adenovirus at a New Jersey health care facility, the New Jersey Department of Health said Wednesday.

This is up from the six deaths announced Tuesday among medically fragile children at the Wanaque Center for Nursing and Rehabilitation in Haskell, New Jersey.

""They range in age from toddlers to young adults,"" New Jersey Department of Health Commissioner Dr. Shereef Elnahal told reporters Wednesday. ""The vast majority are under the age of 18. Some have been hospitalized, and some are being cared for at this facility.""

The outbreak appears to be confined to the facility's respiratory unit, he added.

While the timing of the deaths remains unclear, the health department was notified of respiratory illness at the facility on October 9. The facility notified parents ten days later, on October 19, according to health department spokeswoman Nicole Kirgan.

""Health professionals and other people don't think of the common cold as being serious, but when you're a child, disabled, chronic disease, immunosuppressed, elderly, multiple medical conditions, the common cold can be life-threatening,"" said Dr. David Gifford, senior vice president of quality and regulatory affairs for the American Health Care Association.

The association -- whose member organizations represent nursing homes and other health care facilities across the country -- does not own or operate individual facilities. Though the Wanaque facility is a member of the national organization by default, Gifford said the association does not take positions to individually represent individual facilities.

Gifford said that the amount of time it takes to respond to a potential outbreak and notify families is variable. ""There are so many nuances,"" he said, including how long health experts need to investigate a potential outbreak, culture a virus and confirm its identity.

""Generally, if you're seeing a number of people in an institutional setting who have an illness, you start to take some precautions about the spread,"" said Gifford, but that may not necessarily include notifying families of something that initially resembles a common cold.

In a statement Tuesday, the Wanaque facility said it ""promptly notified all appropriate government agencies when the virus was initially identified."" On Wednesday, an additional statement by the facility said the health department ""continues to work very closely with the facility to ensure that all infection control measures are being followed.""

The facility did not respond to multiple calls and emails for further comment. It has been ""instructed not to admit any new patients until the outbreak ends and they are in full compliance,"" according to the state health department. According to Elnahal, the outbreak can only be declared over once four weeks pass without an additional case.

""Nursing homes don't call the health department that often,"" Gifford said, though there has been a push for nursing homes and health care facilities to get health departments involved in outbreak investigations earlier.

Adenoviruses are known to persist on unclean surfaces and medical instruments for long periods of time, may not be eliminated by common disinfectants, and rarely cause severe illness in healthy people. However, people with weakened immune systems have a higher risk for severe disease, and they may remain infectious long after they recover, according to the US Centers for Disease Control and Prevention.

""The strain of adenovirus seen in this outbreak is associated with communal living arrangements and known to cause severe illness,"" the state health department said.

""It can be difficult to impossible to know how the virus got to the facility, what its source was, or what its specific mechanism of spread is from person to person,"" Elnahal said. ""But we are working with the CDC on this ongoing outbreak investigation.""

The state health department said Tuesday that an inspection team at the facility on Sunday found minor handwashing deficiencies.

In a review by the Centers for Medicare and Medicaid Services, the Wanaque Center was awarded an above-average ranking in overall quality but a below-average health inspection rating.

Based on an inspection conducted in August, CMS reported that ""it was determined that the facility failed to provide a clean and homelike physical environment for their residents."" The review found carpeted areas that ""smelled of old carpet and mildew.""

On Wednesday, Elnahal described these as ""low-level, self-limited deficiences"" that were subsequently resolved when health inspectors rechecked.

May 2017 inspection report ""determined that the facility failed to ensure infection control practices were followed."" Among the deficiencies cited were improperly stored syringes, which were used to measure liquid medication, and over-bed tables and medication trays that were not properly cleaned and disinfected. The deficiencies were listed as corrected a month later and were lower in number than the US average.

""It is rare that in any inspection a facility would come out with no citations,"" Elnahal said. ""If it's a number of citations, all of which are low-level, we ask for a plan of correction. We make sure the facility follows through -- and that's what this facility did here.""

""If the findings are severe enough to take further action, we will,"" he added.

Nurses at the facility had previously reported a shortage of nursing staff and supplies, according to a statement Tuesday from the union that represents the nursing staff. The Health Professionals and Allied Employees said the shortages may have led to ""poor infection control practices.""

The union said it represents the 70 nurses that work at the Wanaque Center for Nursing and Rehabilitation.

'Hardy' viruses

Adenoviruses can cause mild to severe illness, though serious illness is less common. People with weakened immune systems or existing respiratory or cardiac disease are at higher risk of developing severe illness from an adenovirus infection, according to the CDC.

This outbreak, caused by adenovirus type 7, ""is affecting medically fragile children with severely compromised immune systems,"" the health department said Tuesday.

""Most of the time, adenoviruses produce influenza-like illness with cough and runny nose and feeling crummy, but you get better,"" Dr. William Schaffner, an infectious disease specialist at Vanderbilt University, previously told CNN. ""But they can also cause conjunctivitis and, particularly in children, diarrhea.""

In rare cases, among people with weakened immune systems, the viruses may cause pneumonia or inflammation of the brain and the tissues around it. In extremely unusual cases, an adenovirus infection could result in death.

That said, most adenovirus infections are mild, with symptoms usually lasting about 10 days, according to the CDC. And for most patients, home remedies and over-the-counter medicines to relieve the symptoms will be the only treatment necessary.

Adenoviruses, unlike the flu, are not seasonal and can cause illness throughout the year. And while an adenovirus vaccine exists, it's available only to military recruits.

The viruses themselves are also ""resistant to many common disinfectants and can remain infectious for long periods on environmental surfaces and medical instruments,"" the CDC says. Adenoviruses tend to be spread by coughing and sneezing, direct contact with an infected person, or touching objects and surfaces, such as door handles and light switches, where adenoviruses can live and remain infectious for days or weeks.

Adenoviruses can ""stay stable at room temperature for weeks"" on unclean surfaces, according to Dr. Alex Valsamakis, director of Clinical Virology and Molecular Microbiology and a professor of pathology at the Johns Hopkins University School of Medicine.

She described this family of viruses as ""environmentally hardy.""

""Wash your hands frequently and avoid touching your face,"" she previously told CNN. ""That's kind of the easiest way to prevent inadvertently transporting something from your fingers into your nose or mouth.""

Adenovirus infections ""usually occur sporadically -- here a case, there a case -- so outbreaks are pretty rare,"" Schaffner said.

From 2003 through 2016, the two most commonly reported adenovirus types in the US were types 2 and 3, though four additional types -- 1, 4, 7 and 14 -- also caused illness, according to a 2017 report from the National Center for Immunization and Respiratory Disease of the CDC. These six types accounted for 85.5% of 1,497 laboratory-confirmed specimens reported during the time period.

Get CNN Health's weekly newsletter Sign up here to get The Results Are In with Dr. Sanjay Gupta every Tuesday from the CNN Health team.

This small number of cases is believed to be an underrepresentation of the actual number of cases due to the fact that most people who become sick either do not go to a doctor, or their doctors do not test for this virus.

And adenoviruses are still difficult to diagnose since they're not typically included in a panel of tests used to identify specific viruses, according to Schaffner. He said this is changing, and for that reason, he believes the number of cases will rise.

Still, Schaffner doesn't think people need to be worried about adenoviruses. ""They cause principally a whole bunch of minor troublesome infections spread by children, often from children to adults,"" he said.

""But they're not nearly as serious as influenza.""","Wed, 24 Oct 2018 23:29:23 GMT"

"A young person is diagnosed with an STD every four minutes in England","https://cdn.cnn.com/cnnnext/dam/assets/170427163234-condoms-in-wrapper-super-tease.jpg"," A young person is diagnosed with chlamydia or gonorrhea every four minutes in England, Public Health England (PHE) has said.

There were more than 144,000 diagnoses of the two sexually transmitted infections (STIs), also referred to as STDs, in people aged between 15 and 24 last year -- equating to just under 400 a day.

A significant increase in gonorrhea diagnoses in England was recorded, with a 22% rise in cases of the disease from 2016 to 2017.

""STIs present a real threat to young people, and without using condoms, young people are putting themselves and their partners at risk of getting an STI,"" said Dr Hamish Mohammed, Consultant STI Scientist at PHE.

The figures were announced alongside a campaign by PHE urging young people to use condoms.

","Thu, 25 Oct 2018 19:59:01 GMT"

"Half of early deaths in the UK are due to lifestyle","https://cdn.cnn.com/cnnnext/dam/assets/180920100424-smoking-study-uk-super-tease.jpg"," Residents of the UK are twice as likely to die early if they live in deprived parts of England than the more affluent parts, a new analysis has revealed.

Rates of premature mortality were consistently higher in the 15 most deprived parts of the country compared to the 15 least deprived.

The new findings show that the leading cause of death in the UK was heart disease in 2016, with rates two times higher in men than women. Lung cancer came second and stroke was third.

Self-harm was the third leading cause of early deaths among men, according to the stud y published Wednesday.

Half of all early deaths across the country that same year were due to behavioral risk factors such as tobacco, bad diets, alcohol and drug use, obesity and high blood pressure.

The team of UK scientists behind the study hope the data will help policy makers manage resources and priorities to the level of burden and risk factors in different regions, with more appropriate interventions to improve diets and lower rates of smoking.

The analysis is based on data from the Global Burden of Disease estimates for the UK on years of life lost, years lived with disability, and disability-adjusted life-years from 1990 to 2016 for England, Wales, Scotland and Northern Ireland, and 150 English Local Authorities.

This aim was to identify ""where are people dying younger than they should be"" and for what reasons, said Nicholas Steel, the study leader and a professor of public health at the University of East Anglia.

The analysis of 150 local authorities showed a ""startling disparity"" in premature deaths across the UK.

""I think we should all be concerned at the level of inequality that still exists across the UK,"" Steel told CNN.

'Stubborn health gap between rich and poor'

Previous evidence has shown that more deprived areas have higher rates of smoking or alcohol use. Professor John Newton at Public Health England, who contributed to the study, explained that the underlying reasons for higher risk factors in those parts of the country are linked to people's experience as children, their education, opportunities to have healthy work, housing quality and access to green spaces.

""There's a whole range of things that lie behind the easy targets of smoking and obesity,"" said Newton.

But some areas with the same level of deprivation showed different outcomes. London's borough of Tower Hamlets, for example, had better health outcomes than other areas with similar conditions, like the city of Liverpool in the north of the country, identifying the need for city-specific actions to respond to the problem.

Northern Ireland had particularly high rates of anxiety disorders, which the authors believe stem from the country's legacy of conflict. Premature mortality was also higher in Scotland than in England.

Another new finding researchers noted was the ""big shift of morbidity"" -- conditions that won't kill but cause a lot of suffering, such as mental health problems, back and neck pain. These were previously not treated as a priority by the UK's National Health Service explained Steel, ""but this new information suggests they should be.""

The leading causes of ill health in 2016 were low back and neck pain, skin and subcutaneous diseases, migraine, and depressive disorders, the study found.

These conditions ""are huge causes of disability in the UK,"" said Steel.

Newton highlighted the ever-increasing impact of living with poor health. ""As we work to develop the NHS long term plan, actions tackling the social and structural drivers of ill health are needed if we're to improve the stubborn health gap between rich and poor areas of the country,"" he said.

Global slow down

Between the period of 1990 to 2016 British life expectancy improved, but the rate of this started slowing down from 2010 onwards. The study suggests this is due to a slower rate of improvement since 2010 in some causes of death, such as heart diseases, colorectal cancer, lung cancer, and breast cancer.

Steel highlighted that the slow-down in health improvement since 2010 is a global problem, particularly affecting the USA, which he said had the ""biggest problem"" in health improvement.

""Nearly all European countries have a similar problem. This is an international picture of year on year improvements in life expectancy stalling around 2010 and 2011,"" he explained.

Newton stated that globally the UK is doing ""very well"" but compared to its peers it is ranked in the middle of the pack. ""Our progress seems to be slipping back a little,"" he said, adding that some reasons for this are poor outcomes in respiratory diseases and some cancers like lung cancer.

Opportunity to improve

The ten biggest causes of premature death -- including tobacco use, unhealthy diet, obesity, alcohol, drug use, low physical activity, and environmental factors, such as air pollution -- ranked similarly across the UK.

Get CNN Health's weekly newsletter Sign up here to get The Results Are In with Dr. Sanjay Gupta every Tuesday from the CNN Health team.

The ""opportunity to prevent these problems is huge,"" said Newton. ""What this study has done is quantify the opportunity of prevention and it's really quite staggering.""

Newton explained that Public Health England will be able to create more coordinated and effective strategies to deal with these problems thanks to the data examining local health outcomes.

On a national level Newton believes there is a lot to be done on tobacco control and reformulating the nation's diet to contain healthier foods.

With regard to the rise in morbidity, Newton said, ""if we can improve that, that would make a huge difference"" to people's lives and to lessen the burden on the UK's health care services.","Thu, 25 Oct 2018 09:57:47 GMT"

"Teenage Syrian airstrike victim set for life-changing spinal surgery","https://cdn.cnn.com/cnnnext/dam/assets/181030153419-01-najib-ali-sky-grab-super-tease.jpg","Photos: Syria's civil war, in pictures Displaced Syrian residents wait to receive food aid distributed by the UN Relief and Works Agency at the besieged al-Yarmouk camp, south of Damascus, Syria, on January 31, 2014. According to the UN Envoy for Syria, an estimated 400,000 Syrians have been killed since an uprising in March 2011 spiraled into civil war. See how the conflict has unfolded. Hide Caption 1 of 52

Photos: Syria's civil war, in pictures Hide Caption 2 of 52

Photos: Syria's civil war, in pictures An injured man lying in the back of a vehicle is rushed to a hospital in Daraa, Syria, on March 23, 2011. Violence flared in Daraa after a group of teens and children were arrested for writing political graffiti. Dozens of people were killed when security forces cracked down on demonstrations. Hide Caption 3 of 52

Photos: Syria's civil war, in pictures Anti-government protesters demonstrate in Daraa on March 23, 2011. In response to continuing protests, the Syrian government announced several plans to appease citizens. Hide Caption 4 of 52

Photos: Syria's civil war, in pictures Syrian children walk over bricks stored for road repairs during a spontaneous protest June 15, 2011, at a refugee camp near the Syrian border in Yayladagi, Turkey. Hide Caption 5 of 52

Photos: Syria's civil war, in pictures Jamal al-Wadi speaks in Istanbul on September 15, 2011, after an alignment of Syrian opposition leaders announced the creation of a Syrian National Council -- their bid to present a united front against Bashar al-Assad's regime and establish a democratic system. Hide Caption 6 of 52

Photos: Syria's civil war, in pictures Delegates from Arab League member states and Turkey discuss a response to the government's crackdown in Syria on November 16, 2011. Hide Caption 7 of 52

Photos: Syria's civil war, in pictures Supporters of al-Assad celebrate during a referendum vote in Damascus on February 26, 2012. Opposition activists reported at least 55 deaths across the country as Syrians headed to the polls. Analysts and protesters widely described the constitutional referendum as a farce. ""Essentially, what (al-Assad's) done here is put a piece of paper that he controls to a vote that he controls so that he can try and maintain control,"" a US State Department spokeswoman said. Hide Caption 8 of 52

Photos: Syria's civil war, in pictures Syrian refugees walk across a field in Syria before crossing into Turkey on March 14, 2012. Hide Caption 9 of 52

Photos: Syria's civil war, in pictures Rebel fighters with the Free Syrian Army capture a police officer in Aleppo, Syria, who they believed to be pro-regime militiaman on July 31, 2012. Dozens of officers were reportedly killed as rebels seized police stations in the city. Hide Caption 10 of 52

Photos: Syria's civil war, in pictures A Free Syrian Army fighter runs for cover as a Syrian Army tank shell hits a building across the street during clashes in the Salaheddine neighborhood of central Aleppo on August 17, 2012. Hide Caption 11 of 52

Photos: Syria's civil war, in pictures Family members mourn the deaths of their relatives in front of a field hospital in Aleppo on August 21, 2012. Hide Caption 12 of 52

Photos: Syria's civil war, in pictures A Syrian man carrying grocery bags dodges sniper fire in Aleppo as he runs through an alley near a checkpoint manned by the Free Syrian Army on September 14, 2012. Hide Caption 13 of 52

Photos: Syria's civil war, in pictures Free Syrian Army fighters are reflected in a mirror they use to see a Syrian Army post only 50 meters away in Aleppo on September 16, 2012. Hide Caption 14 of 52

Photos: Syria's civil war, in pictures Smoke rises over the streets after a mortar bomb from Syria landed in the Turkish border village of Akcakale on October 3, 2012. Five people were killed. In response, Turkey fired on Syrian targets and its parliament authorized a resolution giving the government permission to deploy soldiers to foreign countries. Hide Caption 15 of 52

Photos: Syria's civil war, in pictures A Syrian rebel walks inside a burnt section of the Umayyad Mosque in Aleppo hours before the Syrian army retook control of the complex on October 14, 2012. Hide Caption 16 of 52

Photos: Syria's civil war, in pictures An Israeli tank crew sits on the Golan Heights overlooking the Syrian village of Breqa on November 6, 2012. Israel fired warning shots toward Syria after a mortar shell hit an Israeli military post. It was the first time Israel fired on Syria across the Golan Heights since the 1973 Yom Kippur War. Hide Caption 17 of 52

Photos: Syria's civil war, in pictures Smoke rises in the Hanano and Bustan al-Basha districts in Aleppo as fighting continues through the night on December 1, 2012. Hide Caption 18 of 52

Photos: Syria's civil war, in pictures The bodies of three children are laid out for identification by family members at a makeshift hospital in Aleppo on December 2, 2012. The children were allegedly killed in a mortar shell attack that landed close to a bakery in the city. Hide Caption 19 of 52

Photos: Syria's civil war, in pictures A father reacts after the deaths of two of his children in Aleppo on January 3, 2013. Hide Caption 20 of 52

Photos: Syria's civil war, in pictures Syrians look for survivors amid the rubble of a building targeted by a missile in the al-Mashhad neighborhood of Aleppo on January 7, 2013. Hide Caption 21 of 52

Photos: Syria's civil war, in pictures Rebels launch a missile near the Abu Baker brigade in Al-Bab, Syria, on January 16, 2013. Hide Caption 22 of 52

Photos: Syria's civil war, in pictures An aerial view shows the Zaatari refugee camp near the Jordanian city of Mafraq on July 18, 2013. Hide Caption 23 of 52

Photos: Syria's civil war, in pictures The UN Security Council passes a resolution September 27, 2013, requiring Syria to eliminate its arsenal of chemical weapons. Al-Assad said he would abide by the resolution. Hide Caption 24 of 52

Photos: Syria's civil war, in pictures Residents run from a fire at a gasoline and oil shop in Aleppo's Bustan Al-Qasr neighborhood on October 20, 2013. Witnesses said the fire was caused by a bullet from a pro-government sniper. Hide Caption 25 of 52

Photos: Syria's civil war, in pictures Syrian children wait as doctors perform medical checkups at a refugee center in Sofia, Bulgaria, on October 26, 2013. Hide Caption 26 of 52

Photos: Syria's civil war, in pictures An injured man is helped following an airstrike in Aleppo's Maadi neighborhood on December 17, 2013. Hide Caption 27 of 52

Photos: Syria's civil war, in pictures A man holds a baby who was rescued from rubble after an airstrike in Aleppo on February 14, 2014. Hide Caption 28 of 52

Photos: Syria's civil war, in pictures A US ship staff member wears personal protective equipment at a naval airbase in Rota, Spain, on April 10, 2014. A former container vessel was fitted out with at least $10 million of gear to let it take on about 560 metric tons of Syria's most dangerous chemical agents and sail them out to sea, officials said. Hide Caption 29 of 52

Photos: Syria's civil war, in pictures A Free Syrian Army fighter fires a rocket-propelled grenade during heavy clashes in Aleppo on April 27, 2014. Hide Caption 30 of 52

Photos: Syria's civil war, in pictures A giant poster of al-Assad is seen in Damascus on May 31, 2014, ahead of the country's presidential elections. He received 88.7% of the vote in the country's first election after the civil war broke out. Hide Caption 31 of 52

Photos: Syria's civil war, in pictures Rebel fighters execute two men on July 25, 2014, in Binnish, Syria. The men were reportedly charged by an Islamic religious court with detonating several car bombs. Hide Caption 32 of 52

Photos: Syria's civil war, in pictures Photographs of victims of the Assad regime are displayed as a Syrian army defector known as ""Caesar,"" center, appears in disguise to speak before the House Foreign Affairs Committee in Washington. The July 31, 2014, briefing was called ""Assad's Killing Machine Exposed: Implications for U.S. Policy."" Caesar, apparently a witness to the regime's brutality, smuggled more than 50,000 photographs depicting the torture and execution of more than 10,000 dissidents. CNN cannot independently confirm the authenticity of the photos, documents and testimony referenced in the report. Hide Caption 33 of 52

Photos: Syria's civil war, in pictures Volunteers remove a dead body from under debris after shelling in Aleppo on August 29, 2014. According to the Syrian Civil Defense, barrel bombs are now the greatest killer of civilians in many parts of Syria. The White Helmets are a humanitarian organization that tries to save lives and offer relief. Hide Caption 34 of 52

Photos: Syria's civil war, in pictures Medics tend to a man's injuries at a field hospital in Douma after airstrikes on September 20, 2014. Hide Caption 35 of 52

Photos: Syria's civil war, in pictures A long-exposure photograph shows a rocket being launched in Aleppo on October 5, 2014. Hide Caption 36 of 52

Photos: Syria's civil war, in pictures Rebel fighters dig caves in the mountains for bomb shelters in the northern countryside of Hama on March 9, 2015. Hide Caption 37 of 52

Photos: Syria's civil war, in pictures Nusra Front fighters inspect a helicopter belonging to pro-government forces after it crashed in the rebel-held Idlib countryside on March 22, 2015. Hide Caption 38 of 52

Photos: Syria's civil war, in pictures A Syrian child fleeing the war gets lifted over fences to enter Turkish territory illegally near a border crossing at Akcakale, Turkey, on June 14, 2015. Hide Caption 39 of 52

Photos: Syria's civil war, in pictures A refugee carries mattresses as he re-enters Syria from Turkey on June 22, 2015, after Kurdish People's Protection Units regained control of the area around Tal Abyad, Syria, from ISIS. Hide Caption 40 of 52

Photos: Syria's civil war, in pictures A sandstorm blows over damaged buildings in the rebel-held area of Douma, east of Damascus, on September 7, 2015. Hide Caption 41 of 52

Photos: Syria's civil war, in pictures Members of a Syrian opposition group attack the headquarters of al-Assad regime forces in the Aleppo villages of Nubul and al-Zahraa on February 12, 2016. Hide Caption 42 of 52

Photos: Syria's civil war, in pictures This still image, taken from a video posted by the Aleppo Media Center, shows a young boy in an ambulance after an airstrike in Aleppo, Syria, on August 17, 2016. It took nearly an hour to dig the boy, identified as Omran Daqneesh, out from the rubble, an activist told CNN. The airstrike destroyed his home, where he lived with his parents and two siblings. Director of the Aleppo Media Center Yousef Saddiq said Omran's 10-year-old brother, Ali, died from his injuries. Hide Caption 43 of 52

Photos: Syria's civil war, in pictures Smoke rises after an airstrike in Aleppo on October 4, 2016. Hide Caption 44 of 52

Photos: Syria's civil war, in pictures Arabic writing that reads ""some day we will return"" is seen on a bus window as civilians evacuate Aleppo on December 15, 2016. The evacuations began under a new ceasefire between rebels and pro-government forces. Hide Caption 45 of 52

Photos: Syria's civil war, in pictures This photo, provided by the activist Idlib Media Center, shows dead children after a suspected chemical attack in the rebel-held city of Khan Sheikhoun on April 4, 2017. Dozens of people were killed, according to multiple activist groups. The United States responded a few days later by launching between 50-60 Tomahawk missiles at a Syrian government airbase. US officials said the base was home to warplanes that carried out the chemical attack. Syria has repeatedly denied it had anything to do with the attack. Hide Caption 46 of 52

Photos: Syria's civil war, in pictures Members of the UN Security Council raise their hands on April 12, 2017, as they vote in favor of a draft resolution that condemned the reported use of chemical weapons in Syria. Hide Caption 47 of 52

Photos: Syria's civil war, in pictures Residents of the war-torn city of Douma break their Ramadan fast on June 18, 2017. Hide Caption 48 of 52

Photos: Syria's civil war, in pictures A member of the Syrian pro-regime forces fires a machine gun as a comrade holds his feeding ammunition belt on November 11, 2017. It was during an advance toward rebel-held positions west of Aleppo. Hide Caption 49 of 52

Photos: Syria's civil war, in pictures A child receives medical treatment after a village was attacked in the rebel-held Eastern Ghouta region on February 25, 2018. Several people were treated for exposure to chlorine gas, opposition groups said, as airstrikes and artillery fire from the regime continued. CNN was unable to independently verify claims that chlorine was used as a weapon. Hide Caption 50 of 52

Photos: Syria's civil war, in pictures Bodies lie on the ground in the rebel-held city of Douma, Syria, on April 8, 2018. According to activist groups, helicopters dropped barrel bombs filled with toxic gas on Douma, which has been the focus of a renewed government offensive that launched in mid-February. The Syrian government and its key ally, Russia, vehemently denied involvement and accused rebel groups of fabricating the attack to hinder the army's advances and provoke international military intervention. Hide Caption 51 of 52","Tue, 30 Oct 2018 17:50:35 GMT"

"Generation Z reported the most mental health problems","https://cdn.cnn.com/cnnnext/dam/assets/180420124514-10-school-walkouts-0420-dc-super-tease.jpg"," Many members of Generation Z -- young people between 15 and 21 -- have taken more active roles in political activism this year, and a new survey indicates that the state of the nation is to blame for this generation's stress levels.

As gun violence, sexual assault claims and immigration dominate the 2018 news cycle, the American Psychological Association's annual Stress in America survey says that such issues are the main cause of stress among young adults.

The survey, released Tuesday, was conducted among 3,459 people 18 and older, and it included interviews with 300 teenagers ages 15 to 17. It measures attitudes and perception of stress to identify the leading sources of stress among the general public.

School safety is a top concern

Gun violence is the top source of stress across all generations, the survey said. About 75% of Gen Z reported mass shootings as a significant source of stress, and 72% said the same about school shootings.

school say they experience stress when considering the possibility of a school shooting, About 56% of those who are inschool say they experience stress when considering the possibility of a school shooting, the survey says.

School shootings are also a top concern for parents, the survey says, as 74% fear one or the possibility of one.

In comparison, 73% of millennials who took the survey stress about school shootings and 69% about mass shootings. As for Gen Xers and baby boomers, 58% expressed concern over mass shootings, and about the same percentage stress over school shootings.

School security measures have helped reduce stress levels in 37% of students interviewed, but 22% feel that the measures have increased their stress levels; 41% say that they have not affected their stress levels, the report adds.

""The pressures facing Generation Z are different from those that faced older generations at the same age. For example, mass shootings simply did not happen with the same scale and frequency when I was in school,"" said Arthur Evans, a psychologist and CEO of the American Psychological Association.

This is the 12th year the association has conducted the stress survey as part of its Mind/Body Health Campaign, and it's the first year the survey has asked about gun violence, spokeswoman Sophie Bethune said.

Stressed about the country

In order to direct the association's focus on Gen Z, Evans said, it added questions on a range of issues such as immigration, climate change, rising suicide rates and reports of sexual harassment or abuse.

Sixty-eight percent of people between the ages 18 and 21 expressed concern for the state of the nation, but the study found this generation to be least likely to run to the polls in November, with just 54% saying they will vote.

The survey says that number is well below the overall average of 7 in 10 adults from all generations who plan to vote in the 2018 midterm elections.

Still, 57% of Gen Z believed the cases of separation and deportation of immigrant families in the United States to be a significant source of stress, in comparison to 45% of adults overall.

Widespread reports of sexual harassment or abuse have also played a big role in the young adults' stress levels, as 53% blamed this issue for their stress. Only 39% of adults overall say the same.

As for climate change, 58% of Gen Z says it's a significant source of stress, in comparison with 51% of adults overall.

Evans attributes these results to the fact that certain regions of a young adult's brain are still maturing and have not developed enough to handle stress the same way adults do.

""While young people are facing many of the same issues that older adults face, they have not yet had the life experiences that many older adults have had, such as practice responding to and coping with a broad range of stressors,"" he said.

Reporting a mental problem

Although 62% of Generation Z said rising suicide rates are also a source of stress, compared with 44% of adults overall, the survey says these young people are more likely to report mental health conditions than any other generation.

About 37% of young adults reported receiving help or treatment from mental health professionals, and half feel that they do enough to manage their stress.

Only 35% of millennials, 26% of Gen Xers and 22% of baby boomers reported to receiving help, treatment or therapy for mental health.

""The fact that more Gen Z individuals than adults in other generations said that they thought their mental health was fair or poor is concerning,"" Evans said. ""However, this could also be interpreted as a positive sign. This generation may be more tuned in to recognizing issues with their mental health than older generations.""

The report says that public figures' openness about their mental health challenges could be a reason why this generation is speaking out more, and their use of social media could be another key factor.

""It's clear that social media is an enormous part of Gen Zs' lives, and for more than half of them (55%), it provides a feeling of support,"" the report says.

But social media also plays a negative role, the report claims; 45% said they feel judged on the social platforms, and 38% reported feeling bad about themselves due to the use of social media.

Get CNN Health's weekly newsletter Sign up here to get The Results Are In with Dr. Sanjay Gupta every Tuesday from the CNN Health team.

One positive outcome in the report was that 75% of the overall participants said they feel hopeful about their future.

""We hope that people understand that channeling tension, feelings of dissatisfaction and uncertainty toward something that is meaningful and productive is a healthy approach to managing stress,"" Evans said. ""Taking active steps to address your concerns can lessen feelings of stress.""","Tue, 30 Oct 2018 22:10:00 GMT"

